time_in_cycles,T50,P30,Ps30,Nc,NRf,phi,BPR,W32,htBleed,RUL
85,1412.8,553.04,47.46,9038.51,2388.15,521.61,8.4312,23.3029,392,144
169,1423.45,552.01,48.13,9102.26,2388.14,520.22,8.513,23.0678,395,19
182,1426.31,551.6,48.41,9160.23,2388.12,520.06,8.5493,23.0142,396,3
2,1396.99,554.28,47.46,9057.95,2388.05,521.77,8.4431,23.3626,393,172
63,1400.66,554.37,47.38,9061.4,2388.02,521.91,8.3983,23.3178,392,153
161,1427.52,551.84,48.12,9074.32,2388.18,520.11,8.4795,23.1756,397,30
136,1411.21,553.29,47.57,9066.68,2388.14,520.69,8.4657,23.1946,395,63
23,1396.29,554.09,47.11,9063.67,2388.0,521.93,8.3671,23.4241,392,177
116,1424.37,552.41,47.69,9085.15,2388.17,520.89,8.4997,23.2842,395,21
57,1402.84,553.21,47.38,9059.75,2388.12,521.88,8.4033,23.4467,393,284
19,1390.1,554.54,47.17,9057.81,2387.97,522.35,8.3961,23.3528,390,212
110,1413.02,553.62,47.55,9071.24,2388.11,521.56,8.4774,23.206,395,64
273,1412.36,553.56,47.56,9060.88,2388.14,521.03,8.4907,23.2731,393,89
18,1403.35,553.15,47.34,9049.0,2388.1,521.83,8.4243,23.4089,392,175
100,1403.32,554.07,47.42,9052.92,2388.04,522.22,8.4388,23.3346,390,107
7,1396.38,554.85,47.34,9071.36,2388.03,521.88,8.4094,23.3565,392,185
51,1401.38,553.19,47.68,9051.46,2388.11,521.31,8.4562,23.2958,394,151
110,1414.46,554.33,47.27,9072.55,2388.06,522.15,8.4191,23.3376,391,149
15,1410.62,553.84,47.59,9037.5,2388.15,521.53,8.4468,23.3293,394,173
58,1408.7,553.39,47.67,9046.44,2388.11,520.6,8.4806,23.3076,392,155
25,1399.6,554.4,47.14,9064.1,2388.0,522.55,8.3728,23.4629,391,169
180,1421.91,550.73,48.02,9043.28,2388.36,519.33,8.5139,23.004,394,5
59,1403.96,552.83,47.69,9046.28,2388.14,521.76,8.4526,23.3387,393,91
126,1409.25,553.24,47.57,9063.07,2388.14,520.98,8.438,23.2946,395,87
160,1421.6,551.59,48.1,9054.66,2388.27,520.6,8.498,23.1373,397,8
150,1408.2,553.24,47.56,9052.98,2388.11,521.71,8.45,23.3317,393,108
189,1418.35,550.75,48.03,9052.34,2388.24,520.66,8.4955,23.1752,395,11
232,1423.27,552.84,47.6,9076.9,2388.11,520.97,8.4782,23.1776,395,51
203,1423.13,551.23,47.87,9057.79,2388.25,519.65,8.5495,23.1279,395,6
147,1414.34,553.23,47.43,9068.17,2388.07,520.82,8.4464,23.2517,394,49
157,1422.9,552.07,48.11,9089.54,2388.19,520.08,8.4855,22.9847,395,8
37,1392.26,554.7,47.19,9058.67,2387.94,522.27,8.3984,23.4581,391,177
59,1408.89,554.72,47.45,9054.57,2388.11,521.77,8.445,23.3368,391,134
72,1401.51,554.12,47.46,9057.56,2388.11,521.81,8.4469,23.1876,391,123
99,1410.65,553.83,47.7,9058.12,2388.09,521.31,8.4442,23.2702,392,141
57,1398.22,554.27,47.52,9054.3,2388.08,521.9,8.4275,23.3663,393,97
9,1394.23,554.33,47.14,9049.92,2388.04,523.13,8.3922,23.4499,391,284
75,1405.22,553.54,47.5,9062.86,2388.07,522.06,8.3807,23.3422,393,121
60,1416.54,553.12,47.32,9070.84,2388.02,521.79,8.4086,23.3714,392,138
20,1405.51,554.98,47.27,9065.74,2388.03,522.38,8.4178,23.3601,391,194
46,1412.87,552.55,47.57,9056.11,2388.14,520.66,8.452,23.2818,394,142
132,1407.2,552.79,47.32,9061.61,2388.13,521.57,8.4156,23.3184,394,146
74,1400.9,554.04,47.39,9073.84,2387.99,522.45,8.4105,23.3725,391,157
97,1405.18,553.52,47.48,9059.85,2388.13,521.48,8.4546,23.2866,391,84
212,1407.28,553.53,47.57,9058.19,2388.02,521.39,8.4573,23.1772,392,150
68,1399.45,553.96,47.2,9056.37,2388.07,521.75,8.427,23.3185,390,273
192,1424.39,551.78,47.94,9062.13,2388.19,520.3,8.4901,23.1215,395,4
5,1394.05,554.14,47.16,9054.36,2388.03,522.0,8.4233,23.419,391,174
71,1410.85,553.06,47.7,9046.11,2388.14,521.04,8.452,23.3074,393,87
195,1427.23,551.28,48.03,9051.67,2388.27,519.93,8.4918,23.0371,397,20
12,1397.36,554.21,47.28,9071.72,2387.99,522.13,8.3766,23.3777,393,247
67,1413.88,553.11,47.41,9050.62,2388.13,521.31,8.4489,23.3045,394,103
11,1403.65,554.57,47.59,9060.6,2388.03,521.6,8.4491,23.3579,391,126
52,1403.19,553.54,47.36,9047.9,2388.14,521.55,8.4581,23.3821,394,143
6,1404.26,554.68,47.32,9066.56,2387.99,522.38,8.4022,23.3299,392,225
14,1413.77,553.13,47.53,9048.68,2388.15,521.1,8.4481,23.3671,394,136
183,1411.02,554.45,47.47,9057.41,2388.14,521.82,8.4152,23.3566,393,179
152,1426.08,552.42,47.83,9099.68,2388.1,520.1,8.4716,23.1546,396,20
320,1428.81,551.54,47.99,9067.99,2388.25,520.19,8.5188,23.0632,396,16
39,1404.37,553.18,47.39,9060.39,2388.04,521.56,8.4177,23.3361,392,156
11,1393.19,553.77,47.34,9068.79,2388.02,522.38,8.4186,23.4027,392,202
86,1402.95,554.4,47.13,9055.32,2388.04,522.75,8.3908,23.4651,391,145
55,1403.66,554.97,47.45,9065.81,2388.12,521.68,8.4398,23.4158,393,101
76,1397.09,554.1,47.22,9059.45,2388.02,522.23,8.3948,23.3491,392,146
143,1409.84,552.92,47.82,9050.03,2388.12,521.01,8.4651,23.1782,394,67
160,1404.12,552.98,47.6,9099.41,2388.09,521.33,8.5181,23.2069,393,42
87,1406.25,553.44,47.3,9055.87,2388.07,521.68,8.4429,23.2373,393,191
1,1407.9,553.56,47.33,9058.32,2388.07,521.54,8.4248,23.242,392,194
7,1399.15,555.03,47.09,9073.2,2387.96,522.41,8.4035,23.4846,392,276
135,1419.16,552.18,47.93,9055.96,2388.21,520.48,8.5044,23.1469,396,19
122,1413.97,553.43,47.6,9042.39,2388.12,520.92,8.4256,23.2793,393,70
64,1402.07,553.46,47.53,9053.94,2388.1,521.86,8.4536,23.2062,394,99
222,1412.84,553.14,47.43,9054.49,2388.09,520.98,8.4332,23.2502,393,114
114,1412.17,552.03,47.68,9056.66,2388.14,520.57,8.4702,23.1766,394,44
166,1417.56,552.81,47.83,9102.87,2388.13,520.93,8.4679,23.1204,395,29
107,1403.27,554.18,47.03,9075.77,2388.03,521.47,8.4003,23.3522,390,162
4,1409.75,554.3,47.41,9042.42,2388.08,521.62,8.4352,23.2722,392,204
191,1412.1,552.49,47.94,9069.91,2388.17,520.36,8.4703,23.1726,393,26
163,1425.06,552.57,47.88,9070.79,2388.21,520.14,8.4907,23.0088,396,28
46,1412.19,552.96,47.44,9051.69,2388.09,521.64,8.4137,23.3222,394,229
278,1436.14,551.71,48.09,9102.34,2388.22,519.63,8.5054,23.1366,397,5
155,1419.23,551.6,47.96,9043.17,2388.26,520.22,8.4829,23.1345,395,33
140,1412.05,553.3,47.59,9062.7,2388.08,521.12,8.4235,23.2676,395,135
129,1418.54,551.82,47.92,9041.67,2388.24,520.58,8.5285,23.1441,396,21
107,1412.92,553.45,47.5,9073.94,2388.02,522.2,8.4032,23.3936,393,106
47,1401.91,553.78,47.13,9050.66,2388.07,522.13,8.3933,23.381,391,289
133,1413.26,553.35,47.61,9062.89,2388.12,521.83,8.466,23.2915,393,80
46,1399.51,554.5,47.34,9065.35,2387.98,522.03,8.4026,23.4705,393,211
132,1402.99,554.25,47.4,9052.84,2388.1,521.96,8.4335,23.3434,393,75
52,1394.06,554.4,46.92,9059.61,2388.02,521.9,8.4418,23.4549,392,148
86,1406.17,554.1,47.33,9066.57,2388.03,522.45,8.3758,23.3478,392,121
124,1401.82,553.43,47.46,9065.64,2388.16,521.77,8.4329,23.3503,393,72
123,1418.21,553.03,47.61,9063.18,2388.12,521.27,8.437,23.3147,392,71
58,1398.02,553.9,47.34,9065.76,2388.06,521.9,8.4433,23.3289,393,137
54,1404.14,554.72,47.37,9053.83,2388.1,521.75,8.4047,23.4052,394,118
160,1416.64,553.61,47.48,9060.17,2388.13,520.71,8.5068,23.2727,394,34
93,1414.44,553.4,47.69,9040.06,2388.18,520.97,8.4366,23.3089,395,95
70,1412.36,553.58,47.62,9049.96,2388.09,521.89,8.4514,23.3102,392,160
47,1394.33,553.54,47.17,9068.95,2387.99,522.68,8.4057,23.504,391,118
56,1392.76,554.37,47.18,9067.6,2388.01,522.26,8.3742,23.306,391,160
48,1406.56,553.9,47.52,9064.8,2388.12,521.39,8.4648,23.2074,392,137
98,1413.28,553.46,47.68,9046.41,2388.11,521.0,8.4424,23.2785,393,160
244,1422.41,553.16,47.83,9123.41,2388.13,520.75,8.481,23.0463,396,25
25,1404.33,553.88,47.49,9058.03,2388.08,521.5,8.4417,23.2828,393,184
202,1420.86,552.59,47.85,9128.92,2388.12,520.58,8.4935,23.0331,397,11
141,1402.83,554.02,47.48,9062.92,2388.12,521.42,8.4558,23.3348,392,53
71,1398.43,553.33,47.26,9063.94,2388.01,522.57,8.4127,23.4211,392,95
230,1418.61,551.88,47.86,9077.31,2388.12,520.55,8.4526,23.1294,395,29
32,1405.0,553.82,47.3,9055.39,2388.14,521.91,8.4081,23.2931,392,153
108,1401.06,554.13,47.34,9075.56,2387.96,522.64,8.3605,23.1841,391,151
42,1407.92,553.41,47.37,9068.4,2388.06,521.29,8.4601,23.3386,393,114
69,1408.67,553.61,47.62,9058.86,2388.09,521.68,8.4165,23.229,393,94
91,1408.55,553.49,47.51,9068.06,2388.08,521.26,8.4242,23.2589,394,72
113,1409.34,554.07,47.6,9058.26,2388.13,521.72,8.4922,23.2652,395,86
14,1407.89,553.93,47.56,9062.29,2388.1,522.32,8.443,23.2588,394,181
119,1409.92,552.74,47.88,9078.64,2388.12,521.08,8.4402,23.2929,393,44
41,1399.01,554.18,47.34,9047.53,2388.02,521.77,8.3696,23.3317,392,172
214,1418.8,552.62,47.62,9099.9,2388.12,521.03,8.4448,23.2359,395,43
64,1395.54,554.39,47.08,9057.84,2387.94,522.63,8.397,23.4466,392,150
60,1394.38,553.38,47.22,9054.93,2388.05,522.68,8.3936,23.5082,391,196
25,1403.68,553.81,47.48,9069.54,2388.06,522.45,8.4276,23.3306,392,122
61,1400.28,553.69,47.42,9055.79,2388.05,521.97,8.4081,23.3566,392,93
171,1436.27,552.11,48.02,9172.45,2388.13,520.16,8.5109,23.059,397,3
34,1400.29,553.79,47.22,9048.93,2388.06,521.83,8.3981,23.4554,391,168
182,1425.6,552.14,48.0,9081.19,2388.23,519.96,8.5067,23.1849,396,20
143,1413.88,552.8,47.84,9072.96,2388.11,520.75,8.4698,23.2324,393,56
90,1411.2,553.41,47.6,9060.41,2388.11,521.27,8.4519,23.2538,392,57
90,1398.85,553.09,47.69,9050.61,2388.15,520.44,8.4204,23.2093,393,120
99,1406.4,553.53,47.57,9070.1,2388.09,521.49,8.4058,23.2388,393,67
18,1413.64,553.0,47.43,9066.33,2388.12,521.47,8.447,23.2036,392,170
55,1400.69,554.74,47.15,9063.78,2388.02,522.81,8.4109,23.3817,391,146
20,1406.41,553.42,47.43,9044.05,2388.11,521.05,8.4439,23.3772,393,174
58,1409.17,553.85,47.42,9038.69,2388.14,521.87,8.4476,23.2601,393,200
184,1411.04,553.02,47.67,9141.55,2387.98,521.17,8.4653,23.2087,394,29
81,1405.73,553.43,47.53,9064.09,2388.09,521.94,8.4383,23.2744,394,75
1,1400.02,552.94,47.61,9065.41,2388.07,521.18,8.43,23.418,392,136
164,1419.49,552.34,47.83,9148.57,2388.11,520.64,8.5034,23.279,396,10
230,1419.91,552.03,47.85,9058.99,2388.17,520.02,8.4904,23.1196,396,37
132,1410.78,553.3,47.55,9038.23,2388.12,521.47,8.3928,23.2743,394,81
119,1396.47,554.04,47.19,9072.04,2388.03,521.59,8.4074,23.4736,391,138
140,1412.44,553.35,47.6,9081.49,2388.08,521.75,8.4587,23.1217,395,59
53,1402.36,553.37,47.35,9039.24,2388.13,521.46,8.4276,23.247,393,117
85,1406.73,553.78,47.33,9064.77,2388.03,521.43,8.4308,23.4007,394,128
75,1400.82,553.89,47.27,9070.27,2388.04,522.56,8.442,23.3514,392,138
80,1408.99,553.01,47.71,9050.06,2388.15,521.42,8.4668,23.3018,393,122
156,1401.26,553.05,47.37,9077.82,2388.03,522.19,8.4005,23.2654,393,113
174,1416.84,552.8,47.76,9079.87,2388.11,521.26,8.4522,23.2984,394,40
136,1407.95,553.19,47.75,9038.98,2388.19,521.05,8.4802,23.2413,393,93
67,1408.12,553.76,47.28,9047.55,2388.01,522.01,8.4284,23.3703,392,150
100,1415.23,553.71,47.5,9063.05,2388.11,521.6,8.4126,23.3216,391,96
135,1408.65,553.58,47.36,9089.09,2388.05,522.15,8.3823,23.3625,391,78
208,1437.81,551.45,48.02,9153.73,2388.19,520.04,8.5197,22.9967,397,0
40,1400.48,554.19,47.23,9054.94,2388.09,522.42,8.4506,23.2373,392,153
206,1411.97,552.97,47.67,9093.99,2388.1,521.82,8.4358,23.1888,395,51
11,1398.8,554.66,47.33,9064.46,2388.05,522.34,8.3771,23.3489,392,136
75,1404.16,553.41,47.34,9064.96,2388.09,521.38,8.3889,23.3704,392,72
11,1403.4,553.97,47.17,9053.65,2387.98,522.38,8.4111,23.4216,391,229
150,1414.34,552.77,47.72,9072.91,2388.11,521.0,8.5186,23.18,393,46
117,1416.63,552.69,47.77,9084.03,2388.08,521.21,8.4526,23.1676,396,46
136,1405.06,554.0,47.4,9079.84,2388.02,521.84,8.4288,23.4057,393,95
24,1400.53,554.31,47.32,9061.05,2388.09,521.94,8.3854,23.3642,392,174
99,1415.57,552.79,47.71,9060.37,2388.12,520.66,8.4287,23.3497,394,110
128,1400.17,553.52,47.45,9057.12,2388.06,522.47,8.4142,23.3158,392,89
65,1397.08,554.48,47.37,9057.69,2387.98,522.11,8.3409,23.3545,391,142
143,1398.52,553.46,47.33,9067.93,2388.02,521.71,8.4007,23.3807,392,198
22,1403.76,554.74,47.36,9066.87,2388.08,521.78,8.4044,23.4799,391,191
78,1406.44,553.25,47.45,9055.41,2388.04,521.97,8.4421,23.3152,393,117
175,1403.34,553.55,47.42,9077.88,2388.12,521.66,8.4273,23.241,393,65
93,1401.94,554.38,47.35,9063.22,2388.0,522.04,8.3866,23.3816,392,138
151,1415.17,553.09,47.6,9085.05,2388.07,520.74,8.4393,23.3047,396,47
237,1418.36,552.11,47.86,9106.05,2388.16,520.31,8.4811,23.1875,395,38
51,1401.62,554.24,47.33,9059.89,2388.04,522.98,8.4074,23.3952,391,180
20,1413.7,553.2,47.71,9045.11,2388.09,521.52,8.4356,23.3257,393,138
173,1415.43,552.62,47.7,9118.13,2388.02,521.79,8.4839,23.2418,394,29
165,1423.5,551.82,48.06,9039.79,2388.29,520.42,8.4762,23.0665,395,23
162,1412.51,552.77,47.62,9058.14,2388.2,520.97,8.4557,23.2997,392,32
108,1424.91,553.35,47.77,9064.41,2388.17,521.24,8.4988,23.2784,394,94
77,1407.29,553.7,47.56,9050.21,2388.12,521.74,8.426,23.2945,392,122
154,1418.6,552.21,48.0,9093.35,2388.19,520.28,8.4865,23.0844,395,34
204,1422.09,552.04,48.17,9095.83,2388.21,519.79,8.4886,23.1171,395,9
17,1411.93,553.51,47.46,9042.96,2388.1,521.46,8.4191,23.3514,392,213
39,1409.54,553.14,47.6,9059.41,2388.24,520.52,8.447,23.1313,393,149
78,1404.56,553.63,47.27,9044.72,2388.1,521.91,8.4419,23.2692,392,135
14,1400.1,554.16,47.24,9056.18,2388.02,522.64,8.3683,23.3487,391,243
31,1390.94,554.8,47.05,9049.93,2388.04,522.17,8.4393,23.4154,391,256
241,1415.02,553.21,47.65,9124.95,2388.1,521.59,8.4388,23.1517,395,35
225,1430.13,552.29,47.78,9198.81,2388.15,520.47,8.4576,23.2052,395,6
67,1406.37,553.17,47.58,9049.52,2388.14,521.19,8.4348,23.2567,392,103
136,1427.36,551.32,48.21,9100.74,2388.25,519.77,8.5529,23.0289,398,1
78,1404.65,554.61,47.38,9065.91,2388.03,522.18,8.4037,23.4739,392,136
59,1401.01,553.85,47.16,9058.17,2388.04,522.12,8.4061,23.3828,392,163
8,1407.11,552.97,47.38,9040.27,2388.21,521.9,8.4281,23.2232,394,142
146,1403.74,553.85,47.33,9070.61,2388.05,521.96,8.4312,23.2712,393,94
7,1398.44,554.13,47.22,9049.47,2388.01,522.3,8.3926,23.4234,391,249
108,1401.12,554.92,47.21,9053.29,2388.04,521.88,8.4003,23.3515,392,114
39,1398.15,552.88,47.41,9055.27,2388.12,521.35,8.4503,23.3291,393,160
276,1418.26,552.37,47.9,9064.76,2388.2,520.25,8.5015,23.1886,395,37
137,1405.78,552.57,47.56,9057.34,2388.13,521.56,8.4589,23.3229,395,103
247,1431.52,552.2,48.18,9138.9,2388.15,520.35,8.5299,23.0614,394,11
11,1403.72,553.43,47.57,9057.06,2388.1,522.2,8.4001,23.3338,394,152
7,1404.3,552.82,47.39,9040.52,2388.07,521.52,8.4827,23.4328,393,192
28,1405.9,552.88,47.38,9064.39,2388.08,521.03,8.423,23.3204,391,130
40,1396.39,554.69,47.19,9057.13,2388.02,522.32,8.3823,23.3871,393,236
56,1397.74,554.59,47.2,9069.99,2387.92,522.7,8.3772,23.4661,391,213
29,1404.17,553.95,47.11,9061.99,2388.13,521.87,8.3854,23.3577,390,126
182,1426.62,551.9,47.98,9041.23,2388.25,520.46,8.5158,23.1787,397,10
128,1404.86,554.36,47.37,9054.09,2388.06,521.89,8.4033,23.2672,392,208
46,1403.21,553.85,47.13,9058.95,2388.05,521.72,8.3888,23.4145,390,210
141,1402.76,554.32,47.29,9094.64,2387.96,522.24,8.4445,23.2601,394,60
72,1401.78,554.41,47.29,9072.22,2388.0,522.64,8.415,23.3726,392,122
110,1409.69,552.65,47.64,9051.72,2388.14,521.18,8.4962,23.3109,395,105
163,1407.04,553.12,47.37,9097.66,2388.0,520.81,8.4652,23.2613,394,39
98,1410.48,554.29,47.41,9050.56,2388.01,521.9,8.428,23.2805,392,243
182,1422.34,551.95,47.96,9112.74,2388.18,519.91,8.4997,23.1038,394,16
155,1405.93,554.02,47.42,9074.46,2388.04,521.87,8.438,23.3537,393,104
58,1402.59,554.66,47.33,9062.24,2388.0,521.97,8.3812,23.4303,391,95
207,1424.5,552.29,48.02,9033.9,2388.28,520.19,8.4619,23.1438,396,22
128,1401.05,554.47,47.29,9060.23,2388.01,522.12,8.4186,23.3598,391,128
170,1405.41,552.86,47.48,9073.1,2388.08,521.37,8.4114,23.2121,394,61
13,1395.18,554.77,47.18,9048.49,2387.99,522.03,8.3773,23.3528,391,209
126,1420.15,552.99,47.62,9073.51,2388.14,521.4,8.4645,23.2482,394,55
79,1417.75,554.17,47.43,9061.32,2388.12,521.26,8.4494,23.2611,393,109
310,1419.89,551.86,47.89,9108.57,2388.11,520.8,8.5012,23.1339,395,31
76,1397.41,554.11,47.29,9066.66,2388.03,521.88,8.363,23.2577,393,119
66,1412.31,553.46,47.66,9040.16,2388.18,521.13,8.456,23.3365,393,149
128,1418.09,552.65,47.73,9100.82,2388.11,520.65,8.421,23.201,396,28
147,1415.64,553.08,47.75,9078.85,2388.11,520.97,8.4496,23.2296,395,47
165,1420.93,551.9,48.05,9068.0,2388.21,520.64,8.5018,23.0816,395,26
244,1417.07,552.54,47.96,9073.16,2388.17,521.33,8.468,23.2034,395,39
107,1414.48,553.48,47.63,9061.59,2388.09,521.21,8.4813,23.3085,393,168
25,1397.7,554.58,47.1,9063.76,2388.0,522.42,8.3871,23.4489,392,258
63,1401.85,553.87,47.32,9068.2,2388.01,521.69,8.4029,23.4119,392,151
132,1404.91,553.38,47.43,9064.86,2388.07,521.07,8.4452,23.3253,394,151
64,1400.82,554.36,47.06,9052.07,2388.02,522.44,8.4182,23.4278,390,229
59,1409.68,553.19,47.69,9062.16,2388.11,521.33,8.4601,23.2414,394,129
81,1396.92,555.14,47.24,9054.45,2388.07,521.96,8.4001,23.4363,391,126
41,1398.79,554.03,47.25,9064.7,2388.02,521.8,8.397,23.38,393,125
11,1410.93,553.22,47.39,9051.73,2388.12,522.0,8.451,23.1972,392,183
14,1409.47,553.16,47.64,9050.7,2388.14,521.43,8.4431,23.3179,393,196
115,1412.62,553.5,47.51,9045.46,2388.08,520.94,8.4284,23.1792,392,73
66,1404.98,551.82,47.51,9051.49,2388.05,521.2,8.4593,23.2613,392,168
188,1422.77,552.16,48.08,9059.52,2388.16,519.98,8.4771,23.1558,395,12
43,1397.11,552.69,47.38,9058.7,2388.02,521.77,8.4069,23.3366,392,157
43,1408.55,553.81,47.51,9050.11,2388.05,521.7,8.4002,23.2264,390,235
173,1414.52,552.65,47.55,9072.45,2388.07,520.94,8.4217,23.3128,396,49
124,1403.67,554.58,47.16,9052.53,2388.11,521.93,8.4545,23.4269,391,70
58,1406.84,552.84,47.64,9044.64,2388.19,521.76,8.4291,23.3291,394,70
5,1406.2,554.65,47.5,9057.69,2388.02,522.47,8.4283,23.2863,391,336
44,1412.61,553.88,47.59,9055.21,2388.04,521.3,8.4059,23.3218,394,119
81,1405.41,553.9,47.46,9076.62,2388.02,521.32,8.4206,23.365,391,117
155,1422.72,551.64,48.12,9055.4,2388.27,519.35,8.4702,23.228,396,8
13,1406.87,553.54,47.43,9052.82,2388.08,521.64,8.4147,23.3453,393,145
89,1415.14,552.01,47.68,9048.73,2388.12,521.37,8.4387,23.2359,394,178
8,1395.98,554.41,47.27,9054.45,2387.92,522.38,8.3898,23.5862,391,157
87,1401.23,553.95,47.65,9047.74,2388.07,521.36,8.4643,23.2987,391,108
64,1412.55,552.91,47.59,9051.82,2388.12,521.38,8.4236,23.1512,394,194
48,1399.46,554.17,47.32,9068.96,2388.01,522.46,8.3808,23.4847,390,144
69,1406.41,554.12,47.49,9062.9,2388.08,521.47,8.4493,23.3838,393,105
185,1423.72,551.86,47.92,9092.91,2388.16,519.99,8.511,23.1421,396,14
62,1403.58,553.08,47.58,9046.72,2388.07,521.39,8.4275,23.3659,393,133
24,1401.38,553.11,47.06,9050.28,2388.03,522.21,8.3879,23.454,393,161
38,1396.82,554.48,47.22,9068.83,2387.99,522.25,8.3893,23.458,392,231
193,1414.49,552.88,47.57,9088.74,2388.02,521.71,8.4162,23.2404,393,76
271,1420.07,553.23,47.65,9080.76,2388.13,521.34,8.4487,23.135,395,70
19,1412.56,553.2,47.74,9046.05,2388.14,521.36,8.4363,23.362,394,180
22,1391.13,554.39,47.26,9060.76,2388.01,521.99,8.3485,23.3191,391,172
70,1406.66,553.53,47.58,9046.07,2388.16,521.52,8.4116,23.3584,392,100
69,1390.08,554.27,47.41,9064.23,2388.02,521.9,8.3737,23.4571,390,145
93,1402.3,554.44,47.21,9071.42,2388.02,521.75,8.4452,23.3024,393,123
12,1410.43,553.07,47.69,9060.64,2388.15,521.33,8.4291,23.31,393,176
187,1395.38,554.51,47.39,9060.26,2388.12,521.86,8.4159,23.2645,393,106
119,1408.58,552.31,47.6,9063.07,2388.11,521.33,8.4701,23.2997,394,37
73,1415.69,553.1,47.53,9056.77,2388.13,521.59,8.4553,23.3709,394,112
182,1402.63,551.64,47.6,9080.27,2388.09,521.46,8.4713,23.2454,394,40
82,1410.12,552.83,47.46,9046.23,2388.11,521.3,8.4622,23.3299,394,76
327,1421.33,552.34,48.06,9124.57,2388.09,520.9,8.508,23.1708,396,14
46,1409.27,554.25,47.34,9068.63,2388.03,522.25,8.4034,23.3597,392,110
173,1407.84,554.3,47.24,9072.05,2388.02,521.67,8.4067,23.4445,392,103
164,1397.82,554.5,47.55,9081.97,2388.06,521.95,8.431,23.3994,392,105
118,1407.26,552.87,47.51,9069.41,2388.09,520.96,8.4925,23.337,394,81
154,1412.11,552.28,47.8,9040.75,2388.22,520.96,8.4752,23.1894,394,59
23,1399.28,554.12,47.29,9050.2,2388.0,521.87,8.4297,23.2694,392,114
81,1397.11,554.44,47.32,9052.36,2388.0,522.2,8.4083,23.3733,395,153
160,1412.96,552.02,47.64,9052.9,2388.2,521.21,8.508,23.2708,395,55
272,1418.05,552.72,47.83,9051.61,2388.23,520.8,8.4946,23.156,395,21
88,1400.56,554.18,47.09,9065.71,2388.0,522.95,8.3992,23.3229,393,181
125,1418.46,552.51,47.6,9047.19,2388.2,520.74,8.4733,23.2318,393,45
10,1402.36,554.38,47.39,9056.1,2388.06,522.26,8.4475,23.4265,392,127
65,1402.55,554.15,47.4,9054.08,2387.96,522.25,8.3916,23.4733,393,90
40,1393.32,554.96,47.32,9063.64,2387.95,522.63,8.3988,23.4054,390,219
48,1390.2,554.3,47.1,9062.59,2387.99,522.41,8.4239,23.4335,391,117
168,1404.01,554.32,47.3,9055.88,2388.04,521.89,8.4329,23.3787,391,119
1,1392.65,554.79,47.14,9057.43,2388.03,522.26,8.3915,23.3768,391,292
124,1413.49,553.64,47.62,9060.97,2388.14,521.32,8.4398,23.1611,394,31
113,1397.04,554.59,47.33,9070.64,2387.97,522.01,8.4125,23.4274,392,156
307,1420.58,551.68,47.87,9064.16,2388.15,519.82,8.5084,23.2222,394,29
